Time: 2026-06-25 20:21:19
Log Dir: logs/2026-06-25_20-21-19/GeFL_DDPM_baseline_total
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_DDPM_baseline_total
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
  label_mapping: class_name
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 50
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
n_feat: 32
ddpm_guide_w: 1.0
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 10
gen_observer_weight: 0.0
index_matching: ddpm
aggregate_method: dataset_name
use_new_entropy_method: false
entropy_ratio: 0.75
cs_threshold: 0.9
global_model_epochs: 5
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 50 rounds training by GeFL_DDPM_baseline_total
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 1.0013 | DDPM Loss: 0.1966
Client 12 (EMNIST) | Target Loss: 0.4155 | DDPM Loss: 0.0087
Client 13 (EMNIST) | Target Loss: 0.3190 | DDPM Loss: 0.0087
Client 14 (EMNIST) | Target Loss: 0.2986 | DDPM Loss: 0.0087
Client 15 (EMNIST) | Target Loss: 0.4575 | DDPM Loss: 0.0087
Client 16 (EMNIST) | Target Loss: 0.6642 | DDPM Loss: 0.0089
Client 17 (EMNIST) | Target Loss: 0.3870 | DDPM Loss: 0.0088
Client 18 (EMNIST) | Target Loss: 0.2891 | DDPM Loss: 0.0088
Client 19 (EMNIST) | Target Loss: 0.4655 | DDPM Loss: 0.0088
Client 20 (EMNIST) | Target Loss: 0.5087 | DDPM Loss: 0.0088
Client 22 (CIFAR10) | Target Loss: 0.8168 | DDPM Loss: 0.0395
Client 23 (CIFAR10) | Target Loss: 1.0657 | DDPM Loss: 0.0395
Client 24 (CIFAR10) | Target Loss: 0.8599 | DDPM Loss: 0.0397
Client 25 (CIFAR10) | Target Loss: 0.8344 | DDPM Loss: 0.0396
Client 26 (CIFAR10) | Target Loss: 1.3177 | DDPM Loss: 0.0399
Client 27 (CIFAR10) | Target Loss: 1.4296 | DDPM Loss: 0.0390
Client 28 (CIFAR10) | Target Loss: 1.3289 | DDPM Loss: 0.0402
Client 29 (CIFAR10) | Target Loss: 1.0080 | DDPM Loss: 0.0398
Client 30 (CIFAR10) | Target Loss: 1.4129 | DDPM Loss: 0.0415
Client 31 (CIFAR10) | Target Loss: 1.6971 | DDPM Loss: 0.0397
[Server] Performing Name-Based Label Mapping...
[Server] Name-based mapping completed. Found 72 unique global classes.

=========================================================================================================
Global ID  | Class Name           | Mapped Datasets (Local ID)
---------------------------------------------------------------------------------------------------------
0          | 0                    | MNIST(0), EMNIST(0)
1          | 1                    | MNIST(1), EMNIST(1)
2          | 2                    | MNIST(2), EMNIST(2)
3          | 3                    | MNIST(3), EMNIST(3)
4          | 4                    | MNIST(4), EMNIST(4)
5          | 5                    | MNIST(5), EMNIST(5)
6          | 6                    | MNIST(6), EMNIST(6)
7          | 7                    | MNIST(7), EMNIST(7)
8          | 8                    | MNIST(8), EMNIST(8)
9          | 9                    | MNIST(9), EMNIST(9)
10         | A                    | EMNIST(10)
11         | B                    | EMNIST(11)
12         | C                    | EMNIST(12)
13         | D                    | EMNIST(13)
14         | E                    | EMNIST(14)
15         | F                    | EMNIST(15)
16         | G                    | EMNIST(16)
17         | H                    | EMNIST(17)
18         | I                    | EMNIST(18)
19         | J                    | EMNIST(19)
20         | K                    | EMNIST(20)
21         | L                    | EMNIST(21)
22         | M                    | EMNIST(22)
23         | N                    | EMNIST(23)
24         | O                    | EMNIST(24)
25         | P                    | EMNIST(25)
26         | Q                    | EMNIST(26)
27         | R                    | EMNIST(27)
28         | S                    | EMNIST(28)
29         | T                    | EMNIST(29)
30         | U                    | EMNIST(30)
31         | V                    | EMNIST(31)
32         | W                    | EMNIST(32)
33         | X                    | EMNIST(33)
34         | Y                    | EMNIST(34)
35         | Z                    | EMNIST(35)
36         | a                    | EMNIST(36)
37         | airplane             | CIFAR10(0)
38         | automobile           | CIFAR10(1)
39         | b                    | EMNIST(37)
40         | bird                 | CIFAR10(2)
41         | c                    | EMNIST(38)
42         | cat                  | CIFAR10(3)
43         | d                    | EMNIST(39)
44         | deer                 | CIFAR10(4)
45         | dog                  | CIFAR10(5)
46         | e                    | EMNIST(40)
47         | f                    | EMNIST(41)
48         | frog                 | CIFAR10(6)
49         | g                    | EMNIST(42)
50         | h                    | EMNIST(43)
51         | horse                | CIFAR10(7)
52         | i                    | EMNIST(44)
53         | j                    | EMNIST(45)
54         | k                    | EMNIST(46)
55         | l                    | EMNIST(47)
56         | m                    | EMNIST(48)
57         | n                    | EMNIST(49)
58         | o                    | EMNIST(50)
59         | p                    | EMNIST(51)
60         | q                    | EMNIST(52)
61         | r                    | EMNIST(53)
62         | s                    | EMNIST(54)
63         | ship                 | CIFAR10(8)
64         | t                    | EMNIST(55)
65         | truck                | CIFAR10(9)
66         | u                    | EMNIST(56)
67         | v                    | EMNIST(57)
68         | w                    | EMNIST(58)
69         | x                    | EMNIST(59)
70         | y                    | EMNIST(60)
71         | z                    | EMNIST(61)
=========================================================================================================

Initializing Global Inference Model with 72 classes...
Epoch 0 Loss: 2.2379
Epoch 1 Loss: 0.9602
Epoch 2 Loss: 0.7654
Epoch 3 Loss: 0.6845
Epoch 4 Loss: 0.6357
[Server] Global Inference Model Acc (MNIST) (Round 10): 75.85% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 10): 57.63% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 10): 19.89% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 10): 56.20% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 11 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0131
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0131
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0137
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0129
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0132
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0130
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0126
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0130
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0130
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0132
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0087
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0087
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0088
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0087
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0398
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0399
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0404
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0397
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0393
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0387
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0404
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0411
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0402
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0406
Epoch 0 Loss: 0.7500
Epoch 1 Loss: 0.6441
Epoch 2 Loss: 0.5811
Epoch 3 Loss: 0.5455
Epoch 4 Loss: 0.5017
[Server] Global Inference Model Acc (MNIST) (Round 11): 85.29% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 11): 60.93% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 11): 26.74% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 11): 60.21% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 12 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0129
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0124
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0128
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0122
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0127
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0123
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0122
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0134
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0389
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0386
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0392
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0395
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0386
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0392
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0393
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0392
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0389
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0387
Epoch 0 Loss: 0.6896
Epoch 1 Loss: 0.5512
Epoch 2 Loss: 0.5051
Epoch 3 Loss: 0.4570
Epoch 4 Loss: 0.4460
[Server] Global Inference Model Acc (MNIST) (Round 12): 81.70% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 12): 62.41% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 12): 29.48% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 12): 61.41% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 13 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0124
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0123
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0120
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0129
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0131
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0124
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0126
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0132
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0379
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0392
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0397
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0379
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0380
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0387
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0380
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0396
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0388
Epoch 0 Loss: 0.6442
Epoch 1 Loss: 0.5115
Epoch 2 Loss: 0.4755
Epoch 3 Loss: 0.4222
Epoch 4 Loss: 0.3828
[Server] Global Inference Model Acc (MNIST) (Round 13): 89.31% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 13): 65.17% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 13): 28.98% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 13): 64.29% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 14 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0123
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0120
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0119
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0119
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0115
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0119
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0117
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0385
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0379
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0388
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0386
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0384
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0376
Epoch 0 Loss: 0.6180
Epoch 1 Loss: 0.4991
Epoch 2 Loss: 0.4325
Epoch 3 Loss: 0.3929
Epoch 4 Loss: 0.3491
[Server] Global Inference Model Acc (MNIST) (Round 14): 87.50% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 14): 60.85% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 14): 27.10% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 14): 60.33% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 15 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0117
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0122
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0117
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0143
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0114
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0122
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0117
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0387
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0390
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0380
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0388
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0388
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0380
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0379
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0385
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0380
Epoch 0 Loss: 0.6101
Epoch 1 Loss: 0.4726
Epoch 2 Loss: 0.4223
Epoch 3 Loss: 0.3782
Epoch 4 Loss: 0.3358
[Server] Global Inference Model Acc (MNIST) (Round 15): 88.48% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 15): 61.41% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 15): 31.86% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 15): 61.23% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 16 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0117
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0114
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0120
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0121
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0114
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0119
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0114
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0385
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0384
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0382
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0394
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0382
Epoch 0 Loss: 0.5797
Epoch 1 Loss: 0.4304
Epoch 2 Loss: 0.3701
Epoch 3 Loss: 0.3406
Epoch 4 Loss: 0.2966
[Server] Global Inference Model Acc (MNIST) (Round 16): 85.43% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 16): 64.66% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 16): 30.82% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 16): 63.70% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 17 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0112
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0111
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0136
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0168
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0111
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0112
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0379
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0382
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0376
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0371
